Article Title,Author Keywords,Publication Date,Publication Year,
Angiopoietin-like 4 production upon treatment with hypoxia and L-mimosine in periodontal fibroblasts,ANGPTL4; HIF-1alpha; hypoxia; spheroids,OCT,2019,
Evidence of spreading vasodilation in the human gingiva evoked by nitric oxide,ascending vasodilatation; blood flow; gingiva; gingival blood flow; gingival thickness; laser speckle contrast imager; microcirculation; nitric oxide; nitroglycerin,OCT,2019,
Osteogenic cells transfer improving root coverage: A randomized clinical trial,newly forming bone technique; periodontal plastic surgery; recession; root coverage; subepithelial connective tissue graft,OCT,2019,
IL-22-expressing CD4(+)AhR(+) T lymphocytes are associated with RANKL-mediated alveolar bone resorption during experimental periodontitis,alveolar bone resorption; interleukin-22; periodontitis; RANKL; Th22 lymphocytes,OCT,2019,
"Loss of alveolar bone density in postmenopausal, osteopenic women is associated with circulating levels of gelatinases",collagen; matrix metalloproteinases; periodontal disease; periodontitis,OCT,2019,
Effects of oleanolic acid acetate on bone formation in an experimental periodontitis model in mice,alveolar bone; chronic periodontitis; inflammation; regeneration,OCT,2019,
Association of CYP1A1 rs1048943 variant with aggressive periodontitis and its interaction with hyperlipidemia on the periodontal status,GAgP; gene-environment interaction; hyperlipidemia; platelets,OCT,2019,
Sclerostin and WNT-5a gingival protein levels in chronic periodontitis and health,ELISA; gingival crevicular fluid; periodontitis; sclerostin; wnt,OCT,2019,
Cigarette smoke reduces short chain fatty acid production by a Porphyromonas gingivalis clinical isolate,chronic periodontitis; Filifactor alocis; Fusobacterium nucleatum; Porphyromonas gingivalis; short chain fatty acids; tobacco smoking,OCT,2019,
Early-predictors of marginal bone loss around morse taper connection implants loaded with single crowns: A prospective longitudinal study,dental implants; dental occlusion; osseointegration; prosthodontics,APR,2020,
Potential roles of miR-335-5p on pathogenesis of experimental periodontitis,bone destruction; experimental periodontitis; miR-335-5p; transgenic mice,APR,2020,
LIPUS inhibited the expression of inflammatory factors and promoted the osteogenic differentiation capacity of hPDLCs by inhibiting the NF-kappa B signaling pathway,low-intensity pulsed ultrasound; NF-kappa B signal pathway; osteogenic capacity; periodontal inflammation,JAN,2020,
TAZ contributes to osteogenic differentiation of periodontal ligament cells under tensile stress,core-binding factor alpha 1 (Cbf alpha 1); osteogenesis; periodontal ligament cells; tensile strain; transcriptional co-activator with PDZ-binding motif (TAZ),JAN,2020,
Role of Porphyromonas gingivalis in oral squamous cell carcinoma development: A systematic review,carcinogenesis; cellular proliferation; epithelial-mesenchymal transition; neoplasm invasion; oral cancer; Porphyromonas gingivalis,JAN,2020,
Identification of novel key lncRNAs involved in periodontitis by weighted gene co-expression network analysis,differentially expressed genes; gene module; hub gene; long non-coding RNA; periodontitis; WGCNA,JAN,2020,
Titanium coated with poly(lactic-co-glycolic) acid incorporating simvastatin: Biofunctionalization of dental prosthetic abutments,cytotoxicity; physical-chemical properties; PLGA; simvastatin,JAN,2020,
USF2 enhances the osteogenic differentiation of PDLCs by promoting ATF4 transcriptional activities,ATF4; MAPK signaling pathway; osteogenic differentiation; periodontal ligament cells; USF2,JAN,2020,
"Guided tissue regeneration of intrabony defects with perforated barrier membranes, simvastatin, and EDTA root surface modification: A clinical and biochemical study",ethylenediaminetetraacitic acid; guided tissue membrane; periodontal pockets; periodontal regeneration; simvastatin,JAN,2020,
"Melatonin as host modulating agent supporting nonsurgical periodontal therapy in patients affected by untreated severe periodontitis: A preliminary randomized, triple-blind, placebo-controlled study",host modulation therapy; melatonin; nonsurgical periodontal therapy; periodontal disease; periodontal therapy,JAN,2020,
Obesity and periodontitis are not associated in pregnant women,epidemiology; obesity; oral health; periodontitis; pregnancy,JAN,2020,
Clinical application of mesenchymal stem cells in periodontal regeneration: A systematic review and meta-analysis,mesenchymal stem cells; meta-analysis; periodontal regeneration; systematic review; tissue engineering,JAN,2020,
Is the use of Cannabis associated with periodontitis? A systematic review and meta-analysis,cannabis; marijuana; periodontal diseases; periodontitis; review,AUG,2019,
Biological links in periodontitis and rheumatoid arthritis: Discovery via text-mining PubMed abstracts,bioinformatics; biomedical text mining; information extraction; periodontal diseases; periodontal medicine; periodontitis; rheumatoid arthritis,AUG,2019,
Macrophage polarization in aseptic bone resorption around dental implants induced by Ti particles in a murine model,foreign body reaction; macrophage polarization; peri-implant bone loss; titanium particles,AUG,2019,
Periodontitis links to exacerbation of myocardial dysfunction in subjects with type 2 diabetes,diabetes mellitus; echocardiography; left ventricular dysfunction; periodontitis,AUG,2019,
Immunohistochemical study of CD34 and podoplanin in periodontal disease,angiogenesis; CD34; lymphangiogenesis; periodontal disease; podoplanin,AUG,2019,
Upregulation of free fatty acid receptors in periodontal tissues of patients with metabolic syndrome and periodontitis,CD36; GPR40; inflammation; metabolic syndrome; periodontitis,AUG,2019,
Changes in characteristics of periodontal ligament stem cells in spheroid culture,cell culture; periodontal ligament; spheroid; stem cells,AUG,2019,
Methodological quality and risk-of-bias assessments in systematic reviews of treatments for peri-implantitis,dental implant; evidence-based periodontics; peri-implantitis; systematic review; meta-analysis,AUG,2019,
Dynamics of alveolar bone healing after the removal of orthodontic temporary anchorage devices,bone formation; bone histomorphometry; mineral apposition rate; removal; temporary anchorage devices,AUG,2019,
Myd88 plays a major role in the keratinocyte response to infection with Porphyromonas gingivalis,adhesion; attachment; antimicrobial peptides; epithelium,AUG,2019,
Qualitative and quantitative differences in the subgingival microbiome of the restored and unrestored teeth,16S rRNA sequencing; bacteria; metal-based; restoration,AUG,2019,
Retinol/inflammation affect stemness and differentiation potential of gingival stem/progenitor cells via Wnt/beta-catenin,inflammation; interferons; interleukin-1; stem cells; tumor necrosis factor-alpha; vitamin A,AUG,2019,
Sequential application of bFGF and BMP-2 facilitates osteogenic differentiation of human periodontal ligament stem cells,basic fibroblast growth factor; bone morphogenetic protein; osteogenic differentiation; periodontal ligament stem cells,AUG,2019,
No differences in microbiome changes between anti-adhesive and antibacterial ingredients in toothpastes during periodontal therapy,dental plaque; nonsurgical periodontal therapy; periodontal microbiota; subgingival plaque,AUG,2019,
Activation of vitamin D in the gingival epithelium and its role in gingival inflammation and alveolar bone loss,antimicrobial peptide; inflammation; periodontal disease; vitamin D,AUG,2019,
Enhanced junctional epithelial permeability in TRPV4-deficient mice,adherens junction; gingiva; periodontal diseases; transient receptor potential channels,JAN,2020,
Oral supplementation with p-coumaric acid protects mice against diabetes-associated spontaneous destruction of periodontal tissue,anti-inflammation; anti-osteoclastogenesis; coumaric acid; diabetes; ROS accumulation; spontaneous periodontal destruction,DEC,2019,
Impact of natural curcumin on the progression of experimental periodontitis in diabetic rats,alveolar bone loss; anti-inflammatory agents; curcumin; diabetes mellitus; periodontitis; plants; medicinal,JAN,2020,
Biological response to peri-implantitis treatment,biomarkers; crevicular fluid; dental implants; peri-implantitis,DEC,2019,
Association of P2RX7 functional variants with localized aggressive periodontitis,,JAN,2020,
"Effect of tablets containing lactoferrin and lactoperoxidase on gingival health in adults: A randomized, double-blind, placebo-controlled clinical trial",gingivitis; lactoferrin; lactoperoxidase; oral health-related quality of life,DEC,2019,
Biological responses following one-stage full-mouth scaling and root planing with and without azithromycin: Multicenter randomized trial,acute-phase reaction; antimicrobial agents; full-mouth scaling and root planing; inflammation mediators; periodontitis,DEC,2019,
The effect of NLRP inflammasome on the regulation of AGEs-induced inflammatory response in human periodontal ligament cells,advanced glycation end products; NF-kappa B signaling pathway; nucleotide-binding oligomerization domain-like receptors,DEC,2019,
Identification of genetic risk factors of aggressive periodontitis using genomewide association studies in association with those of chronic periodontitis,aggressive periodontitis; chronic periodontitis; genetic risk factor; genomewide association study; genomewide significance threshold; single nucleotide polymorphism,JUN,2019,
The therapeutic potential of regulatory T lymphocytes in periodontitis: A systematic review,animal experimentation; periodontitis; regulatory T lymphocytes; review,JUN,2019,
Characterization and comparison of neutrophil extracellular traps in gingival samples of periodontitis and gingivitis: A pilot study,chronic periodontitis; extracellular traps; gingivitis; immunohistochemistry; neutrophils,JUN,2019,
Resveratrol attenuates oxidative stress during experimental periodontitis in rats exposed to cigarette smoke inhalation,oxidative stress; periodontitis; resveratrol; smoking,JUN,2019,
"Periodontitis, periodontal inflammation, and mild cognitive impairment: A 5-year cohort study",aged; cognitive disorders; longitudinal studies; periodontal diseases,JUN,2019,
Healing differences in narrow diameter implants submitted to immediate and conventional loading in mandibular overdentures: A randomized clinical trial,cytokines; edentulous mandible; full edentulism; healing phase; immediate loading; implant; implant stability; inflammation; overdenture; randomized controlled clinical trial,JUN,2019,
Microanatomical changes and biomolecular expression at the PDL-entheses during experimental tooth movement,biomolecules; enthesis; orthodontics; periodontal ligament; tooth movement,JUN,2019,
Periodontal condition in Japanese coronary heart disease patients: A comparison between coronary and non-coronary heart diseases,antibody; cardiovascular disease; infection; periodontitis,JUN,2019,
Assessment of microRNA-144-5p and its putative targets in inflamed gingiva from chronic periodontitis patients,chronic periodontitis; gingival tissue; inflammation; microRNA-144-5p; target gene,JUN,2019,
Comparison between different isoelectric points of biodegradable gelatin sponges incorporating beta-tricalcium phosphate and recombinant human fibroblast growth factor-2 for ridge augmentation: A preclinical study of saddle-type defects in dogs,delayed-action preparations; fibroblast growth factor-2; isoelectric point; ridge augmentation,JUN,2019,
A comprehensive study on donor-matched comparisons of three types of mesenchymal stem cells-containing cells from human dental tissue,dental pulp stem cells; gingival mesenchymal stem cells; periodontal ligament stem cells; tissue engineering,JUN,2019,
Gingival fibroblasts prevent BMP-mediated osteoblastic differentiation,bone; bone morphogenetic proteins; conditioned; culture media; paracrine communication,JUN,2019,
The periodontal stem/progenitor cell inflammatory-regenerative cross talk: A new perspective,inflammation; periodontium; regeneration; stem cells,APR,2019,
Interleukin-10 gene polymorphisms and chronic periodontitis susceptibility: Evidence based on 33 studies,IL-10; meta-analysis; periodontitis; polymorphism; susceptibility,APR,2019,
"The effect of liraglutide on the proliferation, migration, and osteogenic differentiation of human periodontal ligament cells",hPDLCs; inflammatory factors; LIRA; LPS; osteogenesis factors,APR,2019,
Probiotics alter the immune response of gingival epithelial cells challenged by Porphyromonas gingivalis,innate immunity; Porphyromonas gingivalis; probiotics,APR,2019,
Association of LTA gene haploblock with periodontal disease in Italian adults,haploblock; LTA; periodontitis; polymorphism,APR,2019,
Periodontal disease susceptible matrilines in the Cayo Santiago Macaca mulatta macaques,familial risk; nonhuman primates; periodontitis,APR,2019,
R-spondin 2 promotes osteoblastic differentiation of immature human periodontal ligament cells through the Wnt/-catenin signaling pathway,osteoblastic differentiation; periodontal ligament; R-spondin 2; Wnt; -catenin signaling pathway,APR,2019,
Vitamin D attenuates human gingival fibroblast inflammatory cytokine production following advanced glycation end product interaction with receptors for AGE,advanced glycation end product; receptors for AGE; cytokine(s); diabetes; fibroblasts; periodontitis; vitamin D,APR,2019,
A novel IkB kinase inhibitor attenuates ligature-induced periodontal disease in mice,animal model; IKK inhibitor; inflammation; periodontitis,APR,2019,
"Protein and mRNA detection of classic cytokines in corresponding samples of serum, gingival tissue and gingival crevicular fluid from subjects with periodontitis",cytokines; mRNA; protein levels,APR,2019,
Periodontal ligament-associated protein-1 gets involved in experimental periodontitis,asporin; collagen fiber; osteoclastogenesis; periodontitis; PLAP-1,APR,2019,
Is dietary melatonin supplementation a viable adjunctive therapy for chronic periodontitis?A randomized controlled clinical trial,chronic periodontitis; host modulation therapy; insomnia; melatonin,APR,2019,
From manual periodontal probing to digital 3-D imaging to endoscopic capillaroscopy: Recent advances in periodontal disease diagnosis,imaging; periodontal diagnostics; periodontal pocket; periodontal probe; radiography,FEB,2019,
Developmental pathways of periodontal tissue regeneration Developmental diversities of tooth morphogenesis do also map capacity of periodontal tissue regeneration?,developmental diversity; Diadectidae; evolutionary origin of teeth; phylogenetic temporo-spatial evolution of cementum; regeneration; stem mammals and mammals; tetrapods; TGF-beta 3 master gene,FEB,2019,
Assessment of microRNA-146a in generalized aggressive periodontitis and its association with disease severity,aggressive periodontitis; microRNA-146a; pro-inflammatory cytokines,FEB,2019,
Activity of two hyaluronan preparations on primary human oral fibroblasts,gene expression; growth factors; hyaluronic acid; oral soft tissue wound healing; pro-inflammatory cytokines,FEB,2019,
Surface damage of dental implant systems and ions release after exposure to fluoride and hydrogen peroxide,corrosion; fluoride; hydrogen peroxide; roughness; titanium,FEB,2019,
Label-free quantitative proteomic analysis of human periodontal ligament stem cells by high-resolution mass spectrometry,mesenchymal stromal cells; periodontal ligament; proteomics; tandem mass spectrometry,FEB,2019,
Periodontal condition and levels of bacteria associated with periodontitis in individuals with bipolar affective disorders: A case-control study,bipolar disorders; epidemiology; microbiology; periodontitis,FEB,2019,
Improved RANKL expression and osteoclastogenesis induction of CD27+CD38-memory B cells: A link between B cells and alveolar bone damage in periodontitis,alveolar bone destruction; memory B cells; osteoclastogenesis; periodontitis; RANKL,FEB,2019,
Osseointegration in osteoporotic-like condition: A systematic review of preclinical studies,animals; osseointegration; osteoporosis; preclinical studies; systematic review,DEC,2018,
Locally delivered metformin as adjunct to scaling and root planing in the treatment of periodontal defects: A systematic review and meta-analysis,chronic periodontitis; metformin; scaling,DEC,2018,
An orally administered oral pathobiont and commensal have comparable and innocuous systemic effects in germ-free mice,animal model; gut; periodontal medicine; Porphyromonas gingivalis,DEC,2018,
Environmental lead effects on gene expression in oral epithelial cells,environment; epithelial cells; gene expression; inflammation,DEC,2018,
Smoking habit modulates peri-implant microbiome: A case-control study,bacteria; dental implants; high-throughput nucleotide sequencing; periodontitis; RNA; ribosomal; 16S; smoking,DEC,2018,
A genome-wide association study identifies an association between variants in EFCAB4B gene and periodontal disease in an Italian isolated population,gene expression; genetic(s); inflammation and innate immunity; periodontitis,DEC,2018,
Strontium ion attenuates lipopolysaccharide-stimulated proinflammatory cytokine expression and lipopolysaccharide-inhibited early osteogenic differentiation of human periodontal ligament cells,human periodontal ligament cells; osteogenic differentiation; periodontitis; proinflammatory cytokines; strontium,DEC,2018,
Effects of theaflavins on tissue inflammation and bone resorption on experimental periodontitis in rats,cytokines; experimental periodontitis; periodontal disease; theaflavin,DEC,2018,
Morphological characterization of para- and proinflammatory neutrophil phenotypes using transmission electron microscopy,neutrophils; periodontal disease; periodontal immunology,DEC,2018,
Strontium enhances proliferation and osteogenic behavior of periodontal ligament cells in vitro,cell differentiation; osteogenic; periodontal ligament; strontium,DEC,2018,
"Serum vitamin D levels and chronic periodontitis in adult, Caucasian populationa systematic review",gingivitis; periodontal disease; periodontitis; serum vitamin D; vitamin D deficiency,OCT,2018,
The directional and non-directional associations of periodontitis with chronic kidney disease: A systematic review and meta-analysis of observational studies,chronic kidney disease; epidemiology; meta-analysis; periodontal disease; periodontitis; systematic review,OCT,2018,
Periodontitis and dental scaling associated with pyogenic liver abscess: A population-based case-control study,database; liver abscesses; odds ratio; periodontal bacterial infection; periodontal disease; risk,OCT,2018,
Anti-inflammatory character of Phelligridin D modulates periodontal regeneration in lipopolysaccharide-induced human periodontal ligament cells,antioxidants; chronic inflammation; osteogenic molecules; periodontal differentiation; periodontitis,OCT,2018,
"Interaction between the Wnt/-catenin signaling pathway and the EMMPRIN/MMP-2, 9 route in periodontitis",extracellular matrix metalloproteinase inducer; MMP-2; MMP-9; periodontitis; Wnt; -catenin pathway,OCT,2018,
Matrix metalloproteinase-7 in periodontitis with type 2 diabetes mellitus,computational biology; hyperglycemia; matrilysin; reactive oxygen species,OCT,2018,
Effect of orthodontic force associated with cigarette smoke inhalation in healthy and diseased periodontium. A histometric and immunohistochemistry analysis in rats,animal model; orthodontic movement; periodontal diseases; smoking,OCT,2018,
Epidemiology and risk factors of peri-implantitis: A systematic review,dental implants; incidence; peri-implantitis; prevalence; risk factor; risk indicator,OCT,2018,
MicroRNA-3064-3p regulates the differentiation of cementoblasts through targeting DKK1,DKK1; cementoblast; microRNA; differentiation,OCT,2018,
"Single nucleotide polymorphisms in long noncoding RNA, ANRIL, are not associated with severe periodontitis but with adverse cardiovascular events among patients with cardiovascular disease",adverse cardiovascular events; ANRIL; cardiovascular disease; severe periodontitis; SNPs,OCT,2018,
Influence of 3 calcium channel blockers on gingival overgrowth in a population of severe refractory hypertensive patients,calcium channel blockers; gingival diseases; gingival overgrowth; hypertension,OCT,2018,
"A novel, cell-permeable, collagen-based membrane promotes fibroblast migration",collagen; fibroblasts; fibronectin; insulin like growth factor; migration; proliferation; Vicryl mesh,OCT,2018,
Gingival crevicular fluid levels of human beta-defensin 1 in individuals with and without chronic periodontitis,beta-defensins; chronic periodontitis; ELISA (enzyme-linked immunosorbent assay); gingival crevicular fluid,OCT,2018,
Soluble epoxide hydrolase inhibitor promotes immunomodulation to inhibit bone resorption,bone; epoxyeicosatrienoic acid; inflammation; periodontitis; soluble epoxide hydrolase; TPPU,OCT,2018,
Peptidylarginine deiminase is involved in maintaining the cornified oral mucosa of rats,epithelium; filaggrin; oral mucosa; peptidylarginine deiminase,OCT,2018,
Gingipains disrupt F-actin and cause osteoblast apoptosis via integrin 1,cell death; integrin 1; periodontitis; Porphyromonas gingivalis,OCT,2018,
The anti-inflammatory effect of 10-oxo-trans-11-octadecenoic acid (KetoC) on RAW 264.7 cells stimulated with Porphyromonas gingivalis lipopolysaccharide,10-oxo-trans-11-octadecenoic acid; inflammation; KetoC; macrophages; NF-B,OCT,2018,
"L-PRF for increasing the width of keratinized mucosa around implants: A split-mouth, randomized, controlled pilot clinical trial",free gingival graft; keratinized mucosa; L-PRF; oral implant,OCT,2018,
"The effects of biodegradable poly(lactic-co-glycolic acid)-based microspheres loaded with quercetin on stemness, viability and osteogenic differentiation potential of stem cell spheroids",cell differentiation; cell proliferation; cellular spheroids; gingiva; microspheres; poly(lactic-co-glycolic acid); quercetin; stem cells,OCT,2018,
Melatonin expression in periodontitis and obesity: An experimental in-vivo investigation,circadian rhythms; melatonin; micro-computed tomography; obesity; periodontitis,OCT,2018,
"MicroRNA-543 functions as an osteogenesis promoter in human periodontal ligament-derived stem cells by inhibiting transducer of ERBB2, 2",microRNA-543; osteogenesis; periodontal ligament; regeneration; stem cell; transducer of ERBB2; 2,OCT,2018,
High-throughput proteomic analysis of candidate biomarker changes in gingival crevicular fluid after treatment of chronic periodontitis,biomarkers; gingival crevicular fluid; nonsurgical periodontal therapy,OCT,2018,
Urokinase-plasminogen activator protects periodontal ligament fibroblast from oxidative induced-apoptosis and DNA damage,DNA damage; oxidative stress; periodontal ligament; urokinase-plasminogen activator,OCT,2018,
Spheroid culture enhances osteogenic potential of periodontal ligament mesenchymal stem cells,bone regeneration; osteogenesis; periodontal ligament mesenchymal stem cells; spheroid,OCT,2018,
Transcription factor DEC1 is required for maximal experimentally induced periodontal inflammation,DEC1; immunoregulation; P; gingivalis; periodontal inflammation; transcription factor,OCT,2018,
Analysis of metabolic profiles of generalized aggressive periodontitis,biomarkers; chromatography-mass spectrometry; gas; gingival crevice fluid; metabolomics; periodontal disease; serum,OCT,2018,
Consanguinity increases the risk for aggressive periodontitis,aggressive periodontitis; consanguinity; human genetics; periodontal index,OCT,2018,
"Prevalence, extent and severity of peri-implant diseases. Across-sectional study based on a university setting in Brazil",dental implants; mucositis; peri-implant health; peri-implantitis; prevalence,OCT,2018,
Association of salivary lactate dehydrogenase level with systemic inflammation in a Japanese population,biomarkers; cardiovascular disease; epidemiology; oral hygiene; periodontitis; salivary diagnostics,AUG,2018,
"Cigarette smoke modifies neutrophil chemotaxis, neutrophil extracellular trap formation and inflammatory response-related gene expression",cigarette smoke; cotinine; inflammation; neutrophils; nicotine; periodontitis; thiocyanate,AUG,2018,
The potential of salivary biomarkers for predicting the sensitivity and monitoring the response to nonsurgical periodontal therapy: A preliminary assessment,cytokines; observational study; periodontitis; saliva,AUG,2018,
Integrated analysis of long noncoding RNA-associated competing endogenous RNA network in periodontitis,ceRNA; gene expression data; lncRNA; miRNA; mRNA; periodontitis; regulatory network,AUG,2018,
Healing of toothbrush-induced abrasions to keratinized mucosa of the palate in humans: A pilot study,dental plaque; gingiva; gingival diseases; gingival recession; gingivitis; oral hygiene; soft tissue injuries; tooth brushing; wound healing,AUG,2018,
Culture-expanded mesenchymal stem cell sheets enhance extraction-site alveolar bone growth: An animal study,alveolar bone; cell sheets; mesenchymal stem cells; pig; tissue engineering,AUG,2018,
Increased systemic levels of inflammatory mediators following one-stage full-mouth scaling and root planing,acute-phase reaction; full-mouth scaling and root planing; inflammatory mediators; serum,AUG,2018,
Nicotine inhibits osteogenic differentiation of human periodontal ligament cells under cyclic tensile stress through canonical Wnt pathway and 7 nicotinic acetylcholine receptor,canonical Wnt signaling pathway; cyclic tensile stress; nicotine; osteogenic differentiation; periodontal ligament cells,AUG,2018,
Potential role of periodontal pathogens in compromising epithelial barrier function by inducing epithelial-mesenchymal transition,adhesion; attachment; chronic periodontitis; epithelium; Fusobacterium nucleatum; in vitro model; Porphyromonas gingivalis,AUG,2018,
Brain natriuretic peptide serum levels in periodontitis,brain natriuretic peptide; heart disease; inflammation; N-terminal-pro-brain natriuretic peptide; periodontitis,AUG,2018,
Radiographic morphology of intrabony defects in the first molars of patients with localized aggressive periodontitis: Comparison with health and chronic periodontitis,bone loss; localized aggressive; molar; periodontitis; radiography,AUG,2018,
Human periodontal ligament cells exhibit no endotoxin tolerance upon stimulation with Porphyromonas gingivalis lipopolysaccharide,endotoxin tolerance; lipopolysaccharide; periodontal ligament cells; periodontitis; Porphyromonas gingivalis,AUG,2018,
Pro-osteogenic properties of hydrophilic and hydrophobic titanium surfaces: Crosstalk between signalling pathways in in vivo models,bioinformatics; dental implant; genetics; proteomics,AUG,2018,
Stem cell-like populations and immunoregulatory molecules in periodontal granulation tissue,anti-inflammatory cytokines; granulation tissue; mesenchymal stem cells; periodontal pathogens; periodontal surgery; proinflammatory cytokines,AUG,2018,
"FoxP3(+) regulatory T cells, interleukin 17 and mast cells in chronic inflammatory periodontal disease",forkhead box P3; immune response; interleukin-17; periodontal disease; regulatory T cells,AUG,2018,
Cementum protein 1 transfection does not lead to ultrastructural changes in nucleolar organization of human gingival fibroblasts,cell therapy; cementum protein 1; human gingival fibroblasts; microscopy; nucleolus; ultrastructure,AUG,2018,
Statins in nonsurgical and surgical periodontal therapy. A systematic review and meta-analysis of preclinical in vivo trials,atorvastatin; periodontitis; preclinical trials; rosuvastatin; simvastatin; statins; systematic review,JUN,2018,
Efficacy of local phytotherapy in the nonsurgical treatment of periodontal disease: A systematic review,chronic periodontitis; clinical trial; herbal medicine; phytotherapy,JUN,2018,
Vitamin D levels and risk for periodontal disease: A systematic review,epidemiology; periodontal disease; systematic review; vitamin D,JUN,2018,
Synergistic effect of photodynamic therapy and alendronate on alveolar bone loss in rats with ligature-induced periodontitis,alendronate; alveolar bone loss; experimental periodontitis; ligature-induced periodontitis; photodynamic therapy,JUN,2018,
The combined and individual impact of diabetes and smoking on key subgingival periodontal pathogens in patients with chronic periodontitis,chronic periodontitis; diabetes mellitus; real-time polymerase chain reaction; smoking,JUN,2018,
Moderate- to long-term therapeutic outcomes of treated aggressive periodontitis patients without regular supportive care,aggressive periodontitis; oral health; quality of life; tooth loss,JUN,2018,
"Advanced glycation end-products increase IL-6 and ICAM-1 expression via RAGE, MAPK and NF-kappa B pathways in human gingival fibroblasts",advanced glycation end-product; human gingival fibroblasts; ICAM-1; Interleukin-6,JUN,2018,
Association between height and periodontitis in Korean adults: Results from KNHANES IV and V,epidemiology; periodontal disease; risk factor; systemic host effect,JUN,2018,
Crystalline structure of pulverized dental calculus induces cell death in oral epithelial cells,cell death; dental calculus; epithelial cells; inflammasomes,JUN,2018,
The severity of periodontitis and metabolic syndrome in Korean population: The Dong-gu study,elderly; inflammation; metabolic syndrome; periodontal diseases,JUN,2018,
Feasibility of the salivary transcriptome as a novel biomarker in determining disease susceptibility,biomarkers; periodontitis; salivary transcriptome; susceptibility,JUN,2018,
Clinical and microbiological evaluation of the effect of Lactobacillus reuteri in the treatment of mucositis and peri-implantitis: A triple-blind randomized clinical trial,Lactobacillus reuteri; mucositis; peri-implantitis; probiotics,JUN,2018,
The role of extracellular matrix metalloproteinase inducer glycosylation in regulating matrix metalloproteinases in periodontitis,CD147; gelatinases; glycosylation; periodontitis,JUN,2018,
Lipoprotein modifications by gingipains of Porphyromonas gingivalis,gingipains; lipoproteins; MALDI-TOF mass spectrometry; Porphyromonas gingivalis; two-dimensional gel electrophoresis,JUN,2018,
"Quorum-sensing molecule dihydroxy-2,3-pentanedione and its analogs as regulators of epithelial integrity",bacteria; gingiva; occludin; tight junction,JUN,2018,
Topical application of glycyrrhetinic acid in the gingival sulcus inhibits attachment loss in lipopolysaccharide-induced experimental periodontitis in rats,attachment loss; glycyrrhetinic acid; immune complex; periodontitis,JUN,2018,
Degradation pattern of a porcine collagen membrane in an in vivo model of guided bone regeneration,collagen membrane; guided bone regeneration; histomorphometry; immunohistochemistry,JUN,2018,
Subgingival glycine powder air-polishing as an additional approach to nonsurgical periodontal therapy in subjects with untreated chronic periodontitis,gingival crevicular fluid; glycine power air-polishing; nonsurgical periodontal therapy; periodontitis,JUN,2018,
