Article Title,Author Keywords,Publication Date,Publication Year,
"Increased serum PCSK9, a potential biomarker to screen for periodontitis, and decreased total bilirubin associated with probing depth in a Japanese community survey",bilirubin; biomarker; diagnosis; periodontitis; proprotein convertase subtilisin/kexin type 9 (PCSK9); serum,JUN,2018,
Clinical concentrations of peroxidases cause dysbiosis in invitro oral biofilms,gingival crevicular fluid; in vitro model; inflammation; periodontal disease; periodontal pathogens; saliva,JUN,2018,
25-Hydroxyvitamin D-3-enhanced PTPN2 positively regulates periodontal inflammation through the JAK/STAT pathway in human oral keratinocytes and a mouse model of type 2 diabetes mellitus,Vitamin D3; diabetes mellitus-associated periodontitis; PTPN2; JAK; STAT,JUN,2018,
Morphometric and histopathological evaluation of the effect of grape seed proanthocyanidin on alveolar bone loss in experimental diabetes and periodontitis,alveolar bone loss; diabetes; grape seed proanthocyanidins; periodontitis; tartrate-resistant acid phosphatase,JUN,2018,
Antimicrobial peptides as a possible interlink between periodontal diseases and its risk factors: A systematic review,antimicrobial peptides; cigarette smoking; diabetes mellitus; periodontitis; rheumatoid arthritis; risk factors,APR,2018,
Matrix metalloproteinase-8 levels in periodontal disease patients: A systematic review,biomarkers; metalloproteinases; periodontal disease; systematic review,APR,2018,
Polydopamine deposition with anodic oxidation for better connective tissue attachment to transmucosal implants,animal experiment; connective tissue attachment; histometric analysis; tissue-implant interaction,APR,2018,
Genetic polymorphisms and periodontal disease in populations of African descent: A review,African descent; African-Americans; aggressive periodontitis; periodontitis; single nucleotide polymorphisms,APR,2018,
Protein expression during early stages of bone regeneration under hydrophobic and hydrophilic titanium domes. A pilot study,guided bone regeneration; osseointegration; surface chemistry; wound healing,APR,2018,
Observation and determination of periodontal tissue profile using optical coherence tomography,biologic width; diagnostic imaging; gingival thickness; optical coherence; periodontium; tomography,APR,2018,
Effects of paraoxonase 1 on the cytodifferentiation and mineralization of periodontal ligament cells,aggressive periodontitis; paraoxonase 1; periodontal ligament; single nucleotide polymorphism,APR,2018,
"Osseointegration of zirconia and titanium implants in a rabbit tibiae model evaluated by microtomography, histomorphometry and fluorochrome labeling analyses",animal model; dental implant; regeneration,APR,2018,
Chitosan-triclosan particles modulate inflammatory signaling in gingival fibroblasts,chitosan; fibroblasts; periodontal diseases; triclosan,APR,2018,
Effect of the combined use of enamel matrix derivative and atelocollagen sponge scaffold on osteoblastic differentiation of mouse induced pluripotent stem cells in vitro,atelocollagen; enamel matrix derivative; induced pluripotent stem cells; osteoblastic differentiation,APR,2018,
"Temporal expression of interleukin-22, interleukin-22 receptor 1 and interleukin-22-binding protein during experimental periodontitis in rats",alveolar bone; interleukin-22; mucosal barrier; periodontitis,APR,2018,
Effects of rosuvastatin on inducible nitric oxide synthase in rats with hyperlipidaemia and periodontitis,cholesterol; gingiva; inducible nitric oxide synthase; periodontitis; rosuvastatin,APR,2018,
Can degradation products released from dental implants affect peri-implant tissues?,bio-tribocorrosion; debris; peri-implantitis; titanium ions; wear,FEB,2018,
Simvastatin exerts antiproliferative and differentiating effects on MG63 osteoblast-like cells: Morphological and immunocytochemical study,cell differentiation; cell proliferation; electron microscopy; immunohistochemistry; osteoblasts; Simvastatin,FEB,2018,
"Gingival tissue, an extrasynovial source of malondialdehyde-acetaldehyde adducts, citrullinated and carbamylated proteins",carbamylation; citrullination; malondialdehyde-acetaldehyde adduct; triple Immunofluorescence staining immunohistochemistry,FEB,2018,
Does the adjunctive use of statins provide additional benefits to nonsurgical periodontal treatment? A systematic review and meta-analysis,adjunctive periodontal therapy; periodontal disease; periodontal therapy,FEB,2018,
Modulation of periodontitis progression using pH-responsive nanosphere encapsulating metronidazole or N-phenacylthialzolium bromide,inflammation; metronidazole; nanospheres; periodontitis; thiazoles,FEB,2018,
Differences between inflammatory and catabolic mediators of peri-implantitis and periodontitis lesions following initial mechanical therapy: An exploratory study,interleukins; MMP; multiplex; OPG; RANKL; TIMP,FEB,2018,
"Effects of loss of occlusal contact on the expression of matrix metalloproteinase-2, membrane type 1-MMP, tissue inhibitor of the MMP-2, eruption rate, organization and resistance of collagen fibers of the rat incisor periodontal ligament",collagen; matrix metalloproteinase; occlusal loss; periodontal ligament; rat incisor,FEB,2018,
Platelet-rich fibrin/aspirin complex promotes alveolar bone regeneration in periodontal defect in rats,aspirin; bone regeneration; periodontal disease; platelet-rich fibrin; tissue engineering,FEB,2018,
Characterization of hyperbranched core-multishell nanocarriers as an innovative drug delivery system for the application at the oral mucosa,CMS nanocarrier; drug delivery system; epithelial cells; oral mucosa,FEB,2018,
Tumor necrosis factor-alpha inhibits osteogenic differentiation of pre-osteoblasts by downregulation of EphB4 signaling via activated nuclear factor-kappaB signaling pathway,EphB4 signaling; NF-B signaling; osteogenic differentiation; TNF-alpha,FEB,2018,
Influence of tongue brushing and scraping on the oral microflora of periodontitis patients,microbiology; periodontitis; tongue cleaning; tongue coating,FEB,2018,
Attributes of Bio-Oss((R)) and Moa-Bone((R)) graft materials in a pilot study using the sheep maxillary sinus model,animal model; biomaterial; bone grafting; sinus lift,FEB,2018,
Role of toll-like receptor 2 in inflammation and alveolar bone loss in experimental peri-implantitis versus periodontitis,bone resorption; inflammatory cytokine; peri-implantitis; periodontitis; toll-like receptor 2,FEB,2018,
Susceptibility of different mouse strains to peri-implantitis,bone loss; dental implant; genetics; murine,FEB,2018,
"Associations among tooth loss, systemic inflammation and antibody titers to periodontal pathogens in Japanese patients with cardiovascular disease",antibody; coronary heart disease; periodontal medicine; Porphyromonas gingivalis,FEB,2018,
Clinical and radiographic periodontal parameters and release ofcollagen degradation biomarkers in naswar dippers,collagen degradation; inflammation; periodontal disease; pyridinoline cross-links; smokeless tobacco,FEB,2018,
Investigation of the effect of astaxanthin on alveolar bone loss in experimental periodontitis,antioxidants; astaxanthin; experimental periodontitis; inducible nitric oxide synthase; tartrate-resistant acid phosphatase,FEB,2018,
Effect of cross-linked vs non-cross-linked collagen membranes on bone: A systematic review,bone grafting; membranes; regeneration; systematic review; meta-analysis,DEC,2017,
The intricate anatomy of the periodontal ligament and its development: Lessons for periodontal regeneration,biomaterial; periodontal attachment; periodontal ligament; stem cells; tissue engineering,DEC,2017,
Denervation effectively aggravates rat experimental periodontitis,denervation; experimental periodontitis; host response; inferior alveolar nerve transection; micro-CT,DEC,2017,
"Salivary, gingival crevicular fluid and serum levels of ghrelin and chemerin in patients with periodontitis and overweight",body mass index; chemerin; ghrelin; periodontitis,DEC,2017,
"Khat chewing habit produces a significant adverse effect on periodontal, oral health: A systematic review and meta-analysis",a systematic review; attachment loss; evidence-based dentistry; gingival recession; Khat chewing habit; periodontal disease; periodontal pocket,DEC,2017,
Synergistic interactions between corrosion and wear at titanium-based dental implant connections: A scoping review,bio-tribocorrosion; corrosion; dental implants; microgaps; titanium; wear,DEC,2017,
Proinflammatory effects and mechanisms of calprotectin on human gingival fibroblasts,calprotectin; gingival fibroblast; TLR4,DEC,2017,
Transgelin mediates transforming growth factor-beta 1-induced proliferation of human periodontal ligament cells,fibroblast; periodontal ligament; proliferation; transforming growth factor-beta 1; transgelin,DEC,2017,
R202Q/M694V as novel MEFV gene mutations in chronic periodontitis and familial Mediterranean fever,amyloidosis; C-reactive protein; familial Mediterranean fever; MEFV gene mutations; periodontitis; serum amyloid A,DEC,2017,
The gingival biotype in a cohort of Chinese subjects with and without history of periodontal disease,Chinese; chronic periodontitis; gingival biotype; gingival recession; gingival thickness,DEC,2017,
A reproducible microcosm biofilm model of subgingival microbial communities,biofilm; microcosm; periodontitis; subgingival,DEC,2017,
Oral application of a periodontal pathogen impacts SerpinE1 expression and pancreatic islet architecture in prediabetes,pancreatic islets; Porphyromonas gingivalis; prediabetes; SerpinE1,DEC,2017,
Distinct post-translational features of type I collagen are conserved in mouse and human periodontal ligament,collagen; connective tissues; extracellular matrix; periodontal ligament; post-translational modifications,DEC,2017,
Mineral trioxide aggregate improves healing response of periodontal tissue to injury in mice,differentiation; injury; MTA; periodontal ligament; progenitor cells,DEC,2017,
Increasing popularity of waterpipe tobacco smoking and electronic cigarette use: Implications for oral healthcare,electronic cigarettes; oral cancer; periodontal disease; smoking; waterpipe,OCT,2017,
Steatosis caused by experimental periodontitis is reversible after removal of ligature in rats,histology; oral medicine; oxidative stress; risk factors,OCT,2017,
Increased levels of the T-helper 22-associated cytokine (interleukin-22) and transcription factor (aryl hydrocarbon receptor) in patients with periodontitis are associated with osteoclast resorptive activity and severity of the disease,AhR; transcription factor aryl hydrocarbon receptor; bone resorption; interleukin-22; periodontitis; Th22 lymphocytes,OCT,2017,
The cagE gene sequence as a diagnostic marker to identify JP2 and non-JP2 highly leukotoxic Aggregatibacter actinomycetemcomitans serotype b strains,Aggregatibacter actinomycetemcomitans; aggressive periodontitis; cagE; genotype; virulence; high leukotoxicity,OCT,2017,
Efficacy of stem cells on periodontal regeneration: Systematic review of pre-clinical studies,cell biology; experimental periodontitis; periodontal regeneration; systematic reviews and evidence-based medicine,OCT,2017,
Association between serum and oral matrix metalloproteinase-8 levels and periodontal health status,matrix metalloproteinase; periodontal disease; periodontal medicine,OCT,2017,
"Effect of 1,25(OH)(2)D-3 and 20(OH)D-3 on interleukin-1 beta-stimulated interleukin-6 and-8 production by human gingival fibroblasts",cytokine(s); fibroblasts; periodontitis; vitamin D,OCT,2017,
Orthodontic tensile strain induces angiogenesis via type IV collagen degradation by matrix metalloproteinase-12,angiogenesis; MMP-12; orthodontic tooth movement; periodontal ligament; type IV collagen,OCT,2017,
"Combined application of Er:YAG and Nd:YAG lasers in treatment of chronic periodontitis. A split-mouth, single-blind, randomized controlled trial",chronic periodontitis; Er:YAG lasers; Nd:YAG lasers; non-surgical periodontal debridement,OCT,2017,
Biodegradable gelatin/beta-tricalcium phosphate sponges incorporating recombinant human fibroblast growth factor-2 for treatment of recession-type defects: A split-mouth study in dogs,beta-tricalcium phosphate; dogs; fibroblast growth factor-2; gelatin; gingival recession; periodontal regeneration,OCT,2017,
"The effect of low-level laser therapy as an adjunct to non-surgical periodontal treatment on gingival crevicular fluid levels of transforming growth factor-beta 1, tissue plasminogen activator and plasminogen activator inhibitor 1 in smoking and non-smoking chronic periodontitis patients: A split-mouth, randomized control study",low-level laser therapy; periodontitis; plasminogen activator inhibitor 1; smoking; tissue plasminogen activator; transforming growth factor,OCT,2017,
Porphyromonas gingivalis lipopolysaccharide regulates ephrin/Eph signalling in human periodontal ligament fibroblasts,ephrin/Eph; lipopolysaccharide; periodontal ligament fibroblasts,OCT,2017,
Patients with chronic periodontitis present increased risk for osteoporosis: A population-based cohort study in Taiwan,bone mineral density; cohort study; osteoporosis; periodontitis,OCT,2017,
Porphyromonas gingivalis antibody levels and diagnosis of coronary artery disease in HIV-positive individuals,cardiovascular disease; coronary artery disease; HIV; inflammation; periodontal disease,OCT,2017,
Impact of periodontal disease on quality of life: a systematic review,adolescents; adults; disease; periodontal; quality of life,AUG,2017,
On the discovery of cementum,cementoblast; connective tissue; dentin; periodontal attachment; periodontal ligament; root cementum,AUG,2017,
Dietary supplementation with low-dose omega-3 fatty acids reduces salivary tumor necrosis factor-alpha levels in patients with chronic periodontitis: a randomized controlled clinical study,chronic periodontitis; omega-3; saliva; tumor necrosis factor-alpha,AUG,2017,
Involvement of CD147 in alveolar bone remodeling and soft tissue degradation in experimental periodontitis,alveolar bone; clusters of differentiation 147; periodontitis; remodeling; resorption,AUG,2017,
The effect of smoking on inflammatory and bone remodeling markers in gingival crevicular fluid and subgingival microbiota following periodontal therapy,chronic periodontitis; gingival crevice fluid; microbiology; periodontal immunology; periodontal therapy; smoking,AUG,2017,
Antibiotic administration alleviates the aggravating effect of orthodontic force on ligature-induced experimental periodontitis bone loss in mice,antibiotics; bone loss; orthodontic force; periodontitis,AUG,2017,
Rosuvastatin promotes benefits on induced periodontitis in hypertensive rats,coronary heart disease(s); genetics; inflammation; periodontitis,AUG,2017,
Vitamin D-binding protein expression in healthy tooth and periodontium: an experimental study both in monkeys in vivo and in humans in vitro,dental and periodontal tissue; human; immunochemistry; monkey; vitamin D-binding protein,AUG,2017,
Effects of glucose concentration on osteogenic differentiation of type II diabetes mellitus rat bone marrow-derived mesenchymal stromal cells on a nano-scale modified titanium,bone marrow cells; hyperglycemia; osseointegration; titanium dioxide,AUG,2017,
Platelet factor 4 upregulates matrix metalloproteinase-1 production in gingival fibroblasts,collagenase; cytokines; fibroblast; polymerase chain reaction; periodontal disease,AUG,2017,
Recruitment of bone marrow-derived cells to the periodontal ligament via the stromal cell-derived factor-1/C-X-C chemokine receptor type 4 axis,cell recruitment; mesenchymal stem cell; periodontal ligament; stromal cell-derived factor-1/C-X-C chemokine receptor type 4,AUG,2017,
Active matrix metalloproteinase-8 and periodontal bacteria depending on periodontal status in patients with rheumatoid arthritis,aMMP-8; periodontal pathogenic bacteria; periodontitis; rheumatoid arthritis,AUG,2017,
Difference in release kinetics of unwashed and washed platelet-released supernatants from bone substitute materials: the impact of platelet preparation modalities,biomaterials; secretome; thrombocytes; tissue engineering,AUG,2017,
Periodontal manifestations of inflammatory bowel disease: emerging epidemiologic and biologic evidence,Crohn's disease; inflammatory bowel disease; periodontal diseases; periodontitis,JUN,2017,
Local wound healing biomarkers for real-time assessment of periodontal regeneration: pilot study,biomarkers; BMP-7; gingival crevicular fluid; MMP-1,JUN,2017,
Immunologic characteristics of human gingival fibroblasts in response to oral bacteria,antimicrobial chemokines; human gingival fibroblasts; oral bacteria; proinflammatory mediator,JUN,2017,
Gene therapy improves dental manifestations in hypophosphatasia model mice,cementum formation; early exfoliation; gene therapy; hypophosphatasia; primary teeth,JUN,2017,
Clinical effects of probiotics containing Bacillus species on gingivitis: a pilot randomized controlled trial,Bacillus; gingivitis; oral hygiene; probiotics,JUN,2017,
Implant osseointegration in irradiated bone: an experimental study,bone; dental implants; platelet-rich plasma; radiation therapy,JUN,2017,
Increased expression of triggering receptor expressed on myeloid cells 1 and 2 in inflamed human gingiva,cellular receptor; chronic periodontitis; gingiva; inflammation; periodontal immunology,JUN,2017,
Mannose-binding lectin gene polymorphism in relation to periodontal infection,bacteria; genetic polymorphism; periodontitis; saliva,JUN,2017,
Inducible expression of A Disintegrin and Metalloproteinase 8 in chronic periodontitis and gingival epithelial cells,A Disintegrin and Metalloproteinase 8; chronic periodontitis; epithelial cells; Fusobacterium nucleatum; innate immunity,JUN,2017,
Histomorphometric results of different grafting materials and effect of healing time on bone maturation after sinus floor augmentation: a systematic review and meta-analysis,biomaterials; bone regeneration; guided bone regeneration; histomorphometry; maxillary sinus floor augmentation; sinus floor augmentation,JUN,2017,
The epithelial cell response to health and disease associated oral biofilm models,biofilm; epithelial; inflammation,JUN,2017,
Wnt activity is associated with cementum-type transition,acellular cementum; cellular cementum; cementum-type transition; Wnt signaling,JUN,2017,
Cross-talk between clinical and host-response parameters of periodontitis in smokers,bioinformatics; host response; inflammation; periodontal disease; smoking,JUN,2017,
Doxycycline reduces the expression and activity of matrix metalloproteinase-2 in the periodontal ligament of the rat incisor without altering the eruption process,matrix metalloproteinases; periodontal ligament; tetracycline,JUN,2017,
Laser-activated transforming growth factor-1 induces human -defensin 2: implications for laser therapies for periodontitis and peri-implantitis,defensins; lasers; low-level light; laser therapy; peri-implantitis; periodontitis; photobiomodulation therapy,JUN,2017,
Increased early inflammatory response and osteoclastic activity in gingival tissues following conventional osseous resective surgery compared with the fibre retention technique: a pilot study,bone loss; periodontal; bone resorption; inflammation mediators; periodontitis; surgery,JUN,2017,
Sex-based differential regulation of bacterial-induced bone resorption,chemokines; neutrophils; oral infections; osteoclastogenesis,JUN,2017,
Interleukin-32 levels in gingival crevicular fluid and saliva of patients with chronic periodontitis after periodontal treatment,gingival crevicular fluid; interleukin-32; periodontitis; saliva,JUN,2017,
In vivo periodontal tissue regeneration by periodontal ligament stem cells and endothelial cells in three-dimensional cell sheet constructs,cell sheet; endothelial cells; periodontal ligament stem cells; tissue engineering,JUN,2017,
Salivary and serum adiponectin and C-reactive protein levels in acute myocardial infarction related to body mass index and oral health,adiponectin; BMI; CRP; myocardial infarction; oral health; saliva,JUN,2017,
Chronic periodontitis can affect the levels of potential oral cancer salivary mRNA biomarkers,chronic periodontitis; S100P protein; saliva; squamous cell carcinoma,JUN,2017,
Melatonin prevents radiation-induced oxidative stress and periodontal tissue breakdown in irradiated rats with experimental periodontitis,antioxidants; experimental periodontitis; host modulation therapy; radiotherapy,JUN,2017,
"Black tea theaflavins attenuate Porphyromonas gingivalis virulence properties, modulate gingival keratinocyte tight junction integrity and exert anti-inflammatory activity",cytokine; keratinocyte; matrix metalloproteinase; periodontal disease; Porphyromonas gingivalis; theaflavin; tight junction,JUN,2017,
In vivo electrical application on titanium implants stimulating bone formation,bone formation; electrical stimulation; titanium implant,JUN,2017,
"In vitro complement activation, adherence to red blood cells and induction of mononuclear cell cytokine production by four strains of Aggregatibacter actinomycetemcomitans with different fimbriation and expression of leukotoxin",Aggregatibacter actinomycetemcomitans; complement; cytokines; monocytes; red blood cells,JUN,2017,
Combined effects of starvation and butyrate on autophagy-dependent gingival epithelial cell death,AMP-activated protein kinase; autophagy; butyrate; gingival epithelium,JUN,2017,
Association of peripheral arterial disease with periodontal disease: analysis of inflammatory cytokines and an acute phase protein in gingival crevicular fluid and serum,cytokines; gingiva crevice fluid; periodontal disease; periodontal-systemic disease interactions,JUN,2017,
Interleukin-12 modulates the immunomodulatory properties of human periodontal ligament cells,interferon gamma; immunosuppressive; indoleamine 2; 3-dioxygenase; periodontal ligament cells; stemness,JUN,2017,
Matrix metalloproteinase-8 activity in gingival crevicular fluid: development of a novel assay,gingival crevicular fluid; matrix metalloproteinase; periodontal disease; periodontitis,JUN,2017,
Transgenic expression of ephrinB2 in periodontal ligament stem cells (PDLSCs) modulates osteogenic differentiation via signaling crosstalk between ephrinB2 and EphB4 in PDLSCs and between PDLSCs and pre-osteoblasts within co-culture,co-culture; ephrinB2; EphB4 signaling; osteoblasts; osteogenic differentiation; periodontal ligament stem cells,JUN,2017,
Gingival crevicular fluid tissue/blood vessel-type plasminogen activator and plasminogen activator inhibitor-2 levels in patients with rheumatoid arthritis: effects of nonsurgical periodontal therapy,gingival crevicular fluid; periodontitis; plasminogen activator inhibitor-2; rheumatoid arthritis; tissue plasminogen activator,JUN,2017,
Changes in apolipoprotein B and oxidized low-density lipoprotein levels in gingival crevicular fluids as a result of periodontal tissue conditions,apolipoprotein B; gingival crevicular fluid; initial preparation; oxidized low-density lipoprotein,JUN,2017,
Influence of experimental periodontitis on cardiac oxidative stress in rats: a biochemical and histomorphometric study,animal model; antioxidant; heart failure; oxidative stress; periodontal disease,JUN,2017,
Unveiling and initial characterization of neural crest-like cells in mesenchymal populations from the human periodontal ligament,differentiation; mesenchymal stem cells; multipotent stem cells; neural crest; periodontal ligament,JUN,2017,
Role of PIN1 on in vivo periodontal tissue and in vitro cells,cementoblasts; developing periodontium; differentiation; periodontal ligament cells; PIN1,JUN,2017,
"In vitro evaluation of the human gingival fibroblast/gingival mesenchymal stem cell dynamics through perforated guided tissue membranes: cell migration, proliferation and membrane stiffness assay",guided tissue membrane; guided tissue regeneration; periodontal pockets; periodontal regeneration,JUN,2017,
Association of oral microbiome with type 2 diabetes risk,diabetes; next-generation sequencing; oral microbiome,JUN,2017,
Increased oxygen exposure alters collagen expression and tissue architecture during ligature-induced periodontitis,alkaline phosphatase; collagen type I; cytokine; hyperbaric oxygen; inflammation; transforming growth factor beta1,JUN,2017,
Antimicrobial efficiency of mouthrinses versus and in combination with different photodynamic therapies on periodontal pathogens in an experimental study,antimicrobial chemotherapy; modified photosensitizer; periodontal pathogens; photodynamic therapy,APR,2017,
Biochemical and histopathologic analysis of the effects of periodontitis on left ventricular heart tissues of rats,animal model; heart failure; inflammation; myosin heavy chain; periodontal disease,APR,2017,
A novel chemically modified curcumin reduces inflammation-mediated connective tissue breakdown in a rat model of diabetes: periodontal and systemic effects,alveolar bone; chemically modified curcumin (CMC 2; 24); diabetes; lipopolysaccharide; matrix metalloproteinases; periodontal disease,APR,2017,
Systemic treatment with resveratrol and/or curcumin reduces the progression of experimental periodontitis in rats,alveolar bone loss; curcumin; periodontitis; resveratrol,APR,2017,
Association between lipoxin A4 and interleukin-12 in gingival crevicular fluid: a preliminary investigation,chronic periodontitis; gingival crevicular fluid; inflammation; interleukin-12; lipoxins; resolution,APR,2017,
The C-terminus of amelogenin enhances osteogenic differentiation of human cementoblast lineage cells,cementoblast; enamel proteins; regeneration,APR,2017,
"Epidemiology of gingivitis in schoolchildren in Bucharest, Romania: a cross-sectional study",distribution; epidemiology; gingivitis; Romania,APR,2017,
Bone metabolic microarray analysis of ligature-induced periodontitis in streptozotocin-induced diabetic mice,alveolar bone; diabetes; periodontal disease; streptozotocin,APR,2017,
"Porphyromonas gingivalis-induced production of reactive oxygen species, tumor necrosis factor-, interleukin-6, CXCL8 and CCL2 by neutrophils from localized aggressive periodontitis and healthy donors: modulating actions of red blood cells and resolvin E1",aggressive periodontitis; cytokines; neutrophils; Porphyromonas gingivalis; red blood cells; resolvin,APR,2017,
Complete physical mapping of IL6 reveals a new marker associated with chronic periodontitis,cytokine; gene polymorphism; periodontal disease,APR,2017,
"Effect of high glucose, Porphyromonas gingivalis lipopolysaccharide and advanced glycation end-products on production of interleukin-6/-8 by gingival fibroblasts",advanced glycation end products; glucose; interleukin-6; -8; lipopolysaccharides,APR,2017,
Vaccination with recombinant RgpA peptide protects against Porphyromonas gingivalis-induced bone loss,experimental periodontitis; gingipains; Porphyromonas gingivalis; vaccine,APR,2017,
Melatonin as a pro-osteogenic agent in oral implantology: a systematic review of histomorphometric outcomes in animals and quality evaluation using ARRIVE guidelines,dental implants; melatonin; osseointegration,APR,2017,
Periodontal treatment in patients with chronic kidney disease: a pilot study,asymmetric dimethylarginine; chronic kidney disease; glomerular filtration rate; periodontitis,APR,2017,
Evaluation of a novel point-of-care test for active matrix metalloproteinase-8: agreement between qualitative and quantitative measurements and relation to periodontal inflammation,clinical study; diagnostic accuracy; matrix metalloproteinase; periodontal diagnostics; point-of-care testing,APR,2017,
Diabetes may affect the expression of matrix metalloproteinases and their inhibitors more than smoking in chronic periodontitis,diabetes mellitus; metalloproteinase; periodontitis; smoking; tissue inhibitors of MMPs,APR,2017,
Mangiferin ameliorates Porphyromonas gingivalis-induced experimental periodontitis by inhibiting phosphorylation of nuclear factor-B and Janus kinase 1-signal transducer and activator of transcription signaling pathways,gingival epithelium; mangiferin; periodontitis; phosphorylation,FEB,2017,
The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis,chronic periodontitis; low-level laser therapy; non-surgical periodontal treatment; systematic review,FEB,2017,
Titanium ions form particles that activate and execute interleukin-1 release from lipopolysaccharide-primed macrophages,caspase-1; inflammation; interleukin-1; macrophage; peri-implantitis; titanium,FEB,2017,
The sphingosine-1-phosphate receptor 1 binding molecule FTY720 inhibits osteoclast formation in rats with ligature-induced periodontitis,osteoclast; periodontitis; S1PR1,FEB,2017,
Decreased expression of E-cadherin by Porphyromonas gingivalis-lipopolysaccharide attenuates epithelial barrier function,E-cadherin; epithelial barrier; gingival epithelium; lipopolysaccharide; Porphyromonas gingivalis; reactive oxygen species,FEB,2017,
Obesity and oxidative stress in patients with different periodontal status: a case-control study,malondialdehyde; obesity; oxidative stress; periodontal disease; protein carbonyl; total antioxidant capacity,FEB,2017,
Influence of a triclosan toothpaste on periodontopathic bacteria and periodontitis progression in cardiovascular patients: a randomized controlled trial,cardiovascular disease; periodontitis; periodontopathic bacteria; randomized clinical trial; triclosan toothpaste,FEB,2017,
The histopathological comparison on the destruction of the periodontal tissue between normal junctional epithelium and long junctional epithelium,histopathological study; immunization; long junctional epithelium; periodontal destruction,FEB,2017,
High levels of heavy metal accumulation in dental calculus of smokers: a pilot inductively coupled plasma mass spectrometry study,dental calculus; heavy metal accumulation; ICP-MS; smoking,FEB,2017,
Inhibition of gingipains and Porphyromonas gingivalis growth and biofilm formation by prenyl flavonoids,biofilm; gingipains; Porphyromonas gingivalis growth; prenylated flavonoids,FEB,2017,
Blockade of RAGE in Zucker obese rats with experimental periodontitis,animal models; obese diabetic Zucker rats; periodontitis; receptor of advanced glycation end-products; type 2 diabetes,FEB,2017,
"Role of indoleamine 2,3-dioxygenase in an inflammatory model of murine gingiva",apoptosis; gingivitis; inflammation; indoleamine 2; 3-dioxygenase; periodontitis; Tregs,FEB,2017,
Periodontal disease and percentage of calories from fat using national data,fat; food intake; lifestyle; national data; nutrition; periodontal disease,FEB,2017,
Relation between periodontal disease and arterial stiffness,endothelium; periodontal disease; periodontal medicine; risk factor,FEB,2017,
Hypoxia-inducible factor-1 inhibits interleukin-6 and-8 production in gingival epithelial cells during hypoxia,gingival epithelial cell; hypoxia; hypoxia-inducible factor-1; inflammatory response,FEB,2017,
Human periodontal ligament stem cells suppress T-cell proliferation via down-regulation of non-classical major histocompatibility complex-like glycoprotein CD1b on dendritic cells,glycoproteins; immunomodulation; major histocompatibility complex; mesenchymal stem cells; periodontal disease; Porphyromonas gingivalis,FEB,2017,
